observed_at,collected_at,channel,keyword_raw,entity,metric_type,metric_value,metadata,run_id
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,LAUNDRY SHIRT (SKY BLUE),29cm:1195345,heart_count,1359.0,"{""brand_eng"": ""UNION BLUE"", ""brand_kor"": ""유니온 블루"", ""brand_no"": 13510, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1195345, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 15, ""sale_price"": 52700, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1195345""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,LAUNDRY SHIRT (SKY BLUE),29cm:1195345,review_count,339.0,"{""brand_eng"": ""UNION BLUE"", ""brand_kor"": ""유니온 블루"", ""brand_no"": 13510, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1195345, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 15, ""sale_price"": 52700, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1195345""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,LAUNDRY SHIRT (SKY BLUE),29cm:1195345@272103100,rank,71.0,"{""brand_eng"": ""UNION BLUE"", ""brand_kor"": ""유니온 블루"", ""brand_no"": 13510, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1195345, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 15, ""sale_price"": 52700, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1195345""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,COZY HENLYNECK LONG SLEEVE [Black],29cm:1230955,heart_count,784.0,"{""brand_eng"": ""VDR"", ""brand_kor"": ""비디알"", ""brand_no"": 4606, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 티셔츠"", ""category3_code"": 272103102, ""is_new"": false, ""item_no"": 1230955, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 19, ""sale_price"": 55890, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1230955""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,COZY HENLYNECK LONG SLEEVE [Black],29cm:1230955,review_count,54.0,"{""brand_eng"": ""VDR"", ""brand_kor"": ""비디알"", ""brand_no"": 4606, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 티셔츠"", ""category3_code"": 272103102, ""is_new"": false, ""item_no"": 1230955, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 19, ""sale_price"": 55890, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1230955""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,COZY HENLYNECK LONG SLEEVE [Black],29cm:1230955@272103100,rank,88.0,"{""brand_eng"": ""VDR"", ""brand_kor"": ""비디알"", ""brand_no"": 4606, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 티셔츠"", ""category3_code"": 272103102, ""is_new"": false, ""item_no"": 1230955, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 19, ""sale_price"": 55890, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1230955""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,TG3-SH2101 인디고 버튼다운 셔츠 - 중청,29cm:1374862,heart_count,13350.0,"{""brand_eng"": ""THOMAS MORE"", ""brand_kor"": ""토마스모어"", ""brand_no"": 2111, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1374862, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 0, ""sale_price"": 67500, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1374862""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,TG3-SH2101 인디고 버튼다운 셔츠 - 중청,29cm:1374862,review_count,1771.0,"{""brand_eng"": ""THOMAS MORE"", ""brand_kor"": ""토마스모어"", ""brand_no"": 2111, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1374862, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 0, ""sale_price"": 67500, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1374862""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,TG3-SH2101 인디고 버튼다운 셔츠 - 중청,29cm:1374862@272103100,rank,22.0,"{""brand_eng"": ""THOMAS MORE"", ""brand_kor"": ""토마스모어"", ""brand_no"": 2111, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1374862, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 0, ""sale_price"": 67500, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1374862""}",2026-09-16T10:28:33+00:00_57d0fef5
2026-09-16T19:28:33+09:00,2026-09-16T10:28:35+00:00,commerce_rank,TG3-SH2101 인디고 버튼다운 셔츠 - 연청,29cm:1374870,heart_count,11412.0,"{""brand_eng"": ""THOMAS MORE"", ""brand_kor"": ""토마스모어"", ""brand_no"": 2111, ""category1"": ""남성의류"", ""category2"": ""상의"", ""category3"": ""긴소매 셔츠"", ""category3_code"": 272103106, ""is_new"": false, ""item_no"": 1374870, ""period_sort"": ""ONE_DAY"", ""platform"": ""29cm"", ""ranking_category_code"": ""272103100"", ""ranking_category_name"": ""남성의류>상의"", ""review_avg"": 5.0, ""sale_percent"": 0, ""sale_price"": 67500, ""sold_out"": false, ""url"": ""https://product.29cm.co.kr/catalog/1374870""}",2026-09-16T10:28:33+00:00_57d0fef5
